,bpm,time,endtime
781,90.0,1686390618000000000,1686390618000000000
782,91.0,1686390621000000000,1686390621000000000
783,89.0,1686390624000000000,1686390624000000000
784,85.0,1686390633000000000,1686390633000000000
785,85.0,1686390634000000000,1686390634000000000
786,84.0,1686390639000000000,1686390639000000000
787,85.0,1686390644000000000,1686390644000000000
788,79.0,1686390652000000000,1686390652000000000
789,77.0,1686390658000000000,1686390658000000000
790,79.0,1686390663000000000,1686390663000000000
791,80.0,1686390664000000000,1686390664000000000
792,77.0,1686390673000000000,1686390673000000000
793,78.0,1686390674000000000,1686390674000000000
794,87.0,1686390683000000000,1686390683000000000
795,90.0,1686390688000000000,1686390688000000000
796,92.0,1686390693000000000,1686390693000000000
797,92.0,1686390694000000000,1686390694000000000
798,92.0,1686390699000000000,1686390699000000000
799,91.0,1686390704000000000,1686390704000000000
800,93.0,1686390710000000000,1686390710000000000
801,93.0,1686390714000000000,1686390714000000000
802,94.0,1686390722000000000,1686390722000000000
803,94.0,1686390724000000000,1686390724000000000
804,92.0,1686390733000000000,1686390733000000000
805,91.0,1686390736000000000,1686390736000000000
806,89.0,1686390742000000000,1686390742000000000
807,89.0,1686390744000000000,1686390744000000000
808,88.0,1686390751000000000,1686390751000000000
809,84.0,1686390757000000000,1686390757000000000
810,84.0,1686390759000000000,1686390759000000000
811,84.0,1686390764000000000,1686390764000000000
812,86.0,1686390773000000000,1686390773000000000
813,89.0,1686390778000000000,1686390778000000000
814,88.0,1686390780000000000,1686390780000000000
815,88.0,1686390787000000000,1686390787000000000
816,86.0,1686390790000000000,1686390790000000000
817,84.0,1686390794000000000,1686390794000000000
818,94.0,1686390799000000000,1686390799000000000
819,119.0,1686390813000000000,1686390813000000000
820,130.0,1686390818000000000,1686390818000000000
821,130.0,1686390820000000000,1686390820000000000
822,129.0,1686390826000000000,1686390826000000000
823,129.0,1686390830000000000,1686390830000000000
824,132.0,1686390834000000000,1686390834000000000
825,135.0,1686390843000000000,1686390843000000000
826,137.0,1686390847000000000,1686390847000000000
827,138.0,1686390851000000000,1686390851000000000
828,142.0,1686390854000000000,1686390854000000000
829,142.0,1686390860000000000,1686390860000000000
830,144.0,1686390865000000000,1686390865000000000
831,145.0,1686390872000000000,1686390872000000000
832,146.0,1686390874000000000,1686390874000000000
833,146.0,1686390879000000000,1686390879000000000
834,146.0,1686390885000000000,1686390885000000000
835,146.0,1686390889000000000,1686390889000000000
836,147.0,1686390897000000000,1686390897000000000
837,151.0,1686390903000000000,1686390903000000000
838,154.0,1686390908000000000,1686390908000000000
839,154.0,1686390909000000000,1686390909000000000
840,154.0,1686390917000000000,1686390917000000000
841,158.0,1686390922000000000,1686390922000000000
842,158.0,1686390924000000000,1686390924000000000
843,159.0,1686390929000000000,1686390929000000000
844,158.0,1686390936000000000,1686390936000000000
845,159.0,1686390943000000000,1686390943000000000
846,160.0,1686390944000000000,1686390944000000000
847,160.0,1686390950000000000,1686390950000000000
848,158.0,1686390958000000000,1686390958000000000
849,160.0,1686390963000000000,1686390963000000000
850,159.0,1686390968000000000,1686390968000000000
851,159.0,1686390973000000000,1686390973000000000
852,160.0,1686390974000000000,1686390974000000000
853,159.0,1686390982000000000,1686390982000000000
854,159.0,1686390984000000000,1686390984000000000
855,158.0,1686390991000000000,1686390991000000000
856,158.0,1686390997000000000,1686390997000000000
857,158.0,1686390999000000000,1686390999000000000
858,159.0,1686391007000000000,1686391007000000000
859,160.0,1686391013000000000,1686391013000000000
860,160.0,1686391015000000000,1686391015000000000
861,162.0,1686391023000000000,1686391023000000000
862,163.0,1686391026000000000,1686391026000000000
863,163.0,1686391031000000000,1686391031000000000
864,163.0,1686391038000000000,1686391038000000000
865,163.0,1686391040000000000,1686391040000000000
866,163.0,1686391044000000000,1686391044000000000
867,163.0,1686391051000000000,1686391051000000000
868,163.0,1686391054000000000,1686391054000000000
869,162.0,1686391060000000000,1686391060000000000
870,163.0,1686391064000000000,1686391064000000000
871,163.0,1686391073000000000,1686391073000000000
872,164.0,1686391078000000000,1686391078000000000
873,164.0,1686391080000000000,1686391080000000000
874,165.0,1686391086000000000,1686391086000000000
875,167.0,1686391093000000000,1686391093000000000
876,166.0,1686391096000000000,1686391096000000000
877,166.0,1686391100000000000,1686391100000000000
878,165.0,1686391104000000000,1686391104000000000
879,164.0,1686391112000000000,1686391112000000000
880,164.0,1686391114000000000,1686391114000000000
881,165.0,1686391123000000000,1686391123000000000
882,165.0,1686391124000000000,1686391124000000000
883,165.0,1686391131000000000,1686391131000000000
884,165.0,1686391135000000000,1686391135000000000
885,164.0,1686391140000000000,1686391140000000000
886,165.0,1686391147000000000,1686391147000000000
887,164.0,1686391151000000000,1686391151000000000
888,163.0,1686391157000000000,1686391157000000000
889,163.0,1686391159000000000,1686391159000000000
890,165.0,1686391164000000000,1686391164000000000
891,165.0,1686391170000000000,1686391170000000000
892,166.0,1686391176000000000,1686391176000000000
893,166.0,1686391181000000000,1686391181000000000
894,165.0,1686391185000000000,1686391185000000000
895,165.0,1686391193000000000,1686391193000000000
896,166.0,1686391196000000000,1686391196000000000
897,166.0,1686391202000000000,1686391202000000000
898,166.0,1686391208000000000,1686391208000000000
899,166.0,1686391209000000000,1686391209000000000
900,166.0,1686391218000000000,1686391218000000000
901,166.0,1686391219000000000,1686391219000000000
902,166.0,1686391227000000000,1686391227000000000
903,166.0,1686391233000000000,1686391233000000000
904,165.0,1686391238000000000,1686391238000000000
905,166.0,1686391240000000000,1686391240000000000
906,165.0,1686391246000000000,1686391246000000000
907,166.0,1686391253000000000,1686391253000000000
908,166.0,1686391256000000000,1686391256000000000
909,167.0,1686391261000000000,1686391261000000000
910,164.0,1686391265000000000,1686391265000000000
911,159.0,1686391269000000000,1686391269000000000
912,158.0,1686391275000000000,1686391275000000000
913,159.0,1686391280000000000,1686391280000000000
914,157.0,1686391285000000000,1686391285000000000
915,151.0,1686391293000000000,1686391293000000000
916,150.0,1686391295000000000,1686391295000000000
917,149.0,1686391299000000000,1686391299000000000
918,145.0,1686391308000000000,1686391308000000000
919,145.0,1686391309000000000,1686391309000000000
920,140.0,1686391314000000000,1686391314000000000
921,133.0,1686391323000000000,1686391323000000000
922,135.0,1686391326000000000,1686391326000000000
923,129.0,1686391333000000000,1686391333000000000
924,129.0,1686391334000000000,1686391334000000000
925,136.0,1686391341000000000,1686391341000000000
926,138.0,1686391344000000000,1686391344000000000
927,122.0,1686391353000000000,1686391353000000000
928,122.0,1686391356000000000,1686391356000000000
929,119.0,1686391362000000000,1686391362000000000
930,111.0,1686391367000000000,1686391367000000000
931,107.0,1686391372000000000,1686391372000000000
932,108.0,1686391375000000000,1686391375000000000
933,102.0,1686391383000000000,1686391383000000000
934,99.0,1686391388000000000,1686391388000000000
935,100.0,1686391390000000000,1686391390000000000
936,100.0,1686391394000000000,1686391394000000000
937,97.0,1686391399000000000,1686391399000000000
938,91.0,1686391407000000000,1686391407000000000
939,93.0,1686391413000000000,1686391413000000000
940,92.0,1686391416000000000,1686391416000000000
941,93.0,1686391423000000000,1686391423000000000
942,92.0,1686391425000000000,1686391425000000000
943,91.0,1686391429000000000,1686391429000000000
944,89.0,1686391437000000000,1686391437000000000
945,92.0,1686391443000000000,1686391443000000000
946,91.0,1686391445000000000,1686391445000000000
947,89.0,1686391452000000000,1686391452000000000
948,89.0,1686391454000000000,1686391454000000000
949,91.0,1686391460000000000,1686391460000000000
950,88.0,1686391467000000000,1686391467000000000
951,88.0,1686391470000000000,1686391470000000000
952,90.0,1686391475000000000,1686391475000000000
953,92.0,1686391479000000000,1686391479000000000
954,89.0,1686391484000000000,1686391484000000000
955,102.0,1686391493000000000,1686391493000000000
956,102.0,1686391497000000000,1686391497000000000
957,100.0,1686391500000000000,1686391500000000000
958,104.0,1686391508000000000,1686391508000000000
959,101.0,1686391513000000000,1686391513000000000
960,100.0,1686391514000000000,1686391514000000000
961,103.0,1686391522000000000,1686391522000000000
962,97.0,1686391528000000000,1686391528000000000
963,96.0,1686391529000000000,1686391529000000000
964,91.0,1686391537000000000,1686391537000000000
965,90.0,1686391539000000000,1686391539000000000
966,100.0,1686391547000000000,1686391547000000000
967,98.0,1686391553000000000,1686391553000000000
968,98.0,1686391555000000000,1686391555000000000
969,99.0,1686391563000000000,1686391563000000000
970,98.0,1686391564000000000,1686391564000000000
971,97.0,1686391569000000000,1686391569000000000
972,102.0,1686391575000000000,1686391575000000000
973,100.0,1686391580000000000,1686391580000000000
974,104.0,1686391584000000000,1686391584000000000
975,98.0,1686391589000000000,1686391589000000000
976,96.0,1686391598000000000,1686391598000000000
977,95.0,1686391599000000000,1686391599000000000
978,95.0,1686391608000000000,1686391608000000000
979,96.0,1686391613000000000,1686391613000000000
980,96.0,1686391614000000000,1686391614000000000
981,96.0,1686391623000000000,1686391623000000000
982,94.0,1686391626000000000,1686391626000000000
983,93.0,1686391629000000000,1686391629000000000
984,97.0,1686391634000000000,1686391634000000000
985,97.0,1686391643000000000,1686391643000000000
986,97.0,1686391648000000000,1686391648000000000
987,96.0,1686391653000000000,1686391653000000000
988,96.0,1686391658000000000,1686391658000000000
989,97.0,1686391659000000000,1686391659000000000
990,99.0,1686391664000000000,1686391664000000000
991,95.0,1686391672000000000,1686391672000000000
992,99.0,1686391677000000000,1686391677000000000
993,109.0,1686391683000000000,1686391683000000000
994,118.0,1686391688000000000,1686391688000000000
995,121.0,1686391692000000000,1686391692000000000
996,123.0,1686391695000000000,1686391695000000000
997,127.0,1686391703000000000,1686391703000000000
998,127.0,1686391707000000000,1686391707000000000
999,127.0,1686391711000000000,1686391711000000000
1000,127.0,1686391714000000000,1686391714000000000
1001,122.0,1686391722000000000,1686391722000000000
1002,122.0,1686391725000000000,1686391725000000000
1003,125.0,1686391732000000000,1686391732000000000
1004,128.0,1686391734000000000,1686391734000000000
1005,130.0,1686391739000000000,1686391739000000000
1006,134.0,1686391746000000000,1686391746000000000
1007,135.0,1686391750000000000,1686391750000000000
1008,135.0,1686391757000000000,1686391757000000000
1009,133.0,1686391761000000000,1686391761000000000
1010,132.0,1686391768000000000,1686391768000000000
1011,133.0,1686391771000000000,1686391771000000000
1012,139.0,1686391778000000000,1686391778000000000
1013,141.0,1686391783000000000,1686391783000000000
1014,143.0,1686391788000000000,1686391788000000000
1015,142.0,1686391792000000000,1686391792000000000
1016,142.0,1686391796000000000,1686391796000000000
1017,142.0,1686391799000000000,1686391799000000000
1018,142.0,1686391807000000000,1686391807000000000
1019,142.0,1686391810000000000,1686391810000000000
1020,142.0,1686391817000000000,1686391817000000000
1021,143.0,1686391819000000000,1686391819000000000
1022,143.0,1686391826000000000,1686391826000000000
1023,144.0,1686391832000000000,1686391832000000000
1024,143.0,1686391838000000000,1686391838000000000
1025,143.0,1686391839000000000,1686391839000000000
1026,142.0,1686391848000000000,1686391848000000000
1027,141.0,1686391849000000000,1686391849000000000
1028,139.0,1686391854000000000,1686391854000000000
1029,141.0,1686391863000000000,1686391863000000000
1030,141.0,1686391865000000000,1686391865000000000
1031,140.0,1686391872000000000,1686391872000000000
1032,137.0,1686391877000000000,1686391877000000000
1033,138.0,1686391881000000000,1686391881000000000
1034,139.0,1686391884000000000,1686391884000000000
1035,138.0,1686391892000000000,1686391892000000000
1036,139.0,1686391895000000000,1686391895000000000
1037,136.0,1686391902000000000,1686391902000000000
1038,141.0,1686391908000000000,1686391908000000000
1039,139.0,1686391911000000000,1686391911000000000
1040,139.0,1686391915000000000,1686391915000000000
1041,139.0,1686391921000000000,1686391921000000000
1042,136.0,1686391928000000000,1686391928000000000
1043,136.0,1686391930000000000,1686391930000000000
1044,138.0,1686391938000000000,1686391938000000000
1045,138.0,1686391939000000000,1686391939000000000
1046,138.0,1686391944000000000,1686391944000000000
1047,139.0,1686391952000000000,1686391952000000000
1048,138.0,1686391956000000000,1686391956000000000
1049,138.0,1686391961000000000,1686391961000000000
1050,136.0,1686391967000000000,1686391967000000000
1051,135.0,1686391970000000000,1686391970000000000
1052,133.0,1686391978000000000,1686391978000000000
1053,133.0,1686391980000000000,1686391980000000000
1054,136.0,1686391988000000000,1686391988000000000
1055,136.0,1686391990000000000,1686391990000000000
1056,138.0,1686391994000000000,1686391994000000000
1057,141.0,1686391999000000000,1686391999000000000
1058,143.0,1686392004000000000,1686392004000000000
1059,144.0,1686392009000000000,1686392009000000000
1060,146.0,1686392018000000000,1686392018000000000
1061,147.0,1686392020000000000,1686392020000000000
1062,145.0,1686392027000000000,1686392027000000000
1063,146.0,1686392030000000000,1686392030000000000
1064,145.0,1686392038000000000,1686392038000000000
1065,145.0,1686392039000000000,1686392039000000000
1066,143.0,1686392044000000000,1686392044000000000
1067,141.0,1686392049000000000,1686392049000000000
1068,139.0,1686392055000000000,1686392055000000000
1069,137.0,1686392063000000000,1686392063000000000
1070,137.0,1686392064000000000,1686392064000000000
1071,138.0,1686392069000000000,1686392069000000000
1072,142.0,1686392078000000000,1686392078000000000
1073,142.0,1686392079000000000,1686392079000000000
1074,143.0,1686392084000000000,1686392084000000000
1075,143.0,1686392091000000000,1686392091000000000
1076,141.0,1686392098000000000,1686392098000000000
1077,141.0,1686392099000000000,1686392099000000000
1078,132.0,1686392108000000000,1686392108000000000
1079,132.0,1686392111000000000,1686392111000000000
1080,129.0,1686392115000000000,1686392115000000000
1081,125.0,1686392119000000000,1686392119000000000
1082,123.0,1686392124000000000,1686392124000000000
1083,124.0,1686392131000000000,1686392131000000000
1084,121.0,1686392135000000000,1686392135000000000
1085,121.0,1686392143000000000,1686392143000000000
1086,120.0,1686392148000000000,1686392148000000000
1087,125.0,1686392153000000000,1686392153000000000
1088,127.0,1686392156000000000,1686392156000000000
1089,129.0,1686392159000000000,1686392159000000000
1090,129.0,1686392168000000000,1686392168000000000
1091,129.0,1686392170000000000,1686392170000000000
1092,127.0,1686392177000000000,1686392177000000000
1093,128.0,1686392183000000000,1686392183000000000
1094,128.0,1686392186000000000,1686392186000000000
1095,130.0,1686392192000000000,1686392192000000000
1096,132.0,1686392198000000000,1686392198000000000
1097,133.0,1686392203000000000,1686392203000000000
1098,133.0,1686392208000000000,1686392208000000000
1099,134.0,1686392211000000000,1686392211000000000
1100,134.0,1686392218000000000,1686392218000000000
1101,133.0,1686392221000000000,1686392221000000000
1102,125.0,1686392228000000000,1686392228000000000
1103,124.0,1686392229000000000,1686392229000000000
1104,123.0,1686392234000000000,1686392234000000000
1105,117.0,1686392242000000000,1686392242000000000
1106,108.0,1686392248000000000,1686392248000000000
1107,107.0,1686392249000000000,1686392249000000000
1108,120.0,1686392258000000000,1686392258000000000
1109,123.0,1686392263000000000,1686392263000000000
1110,126.0,1686392268000000000,1686392268000000000
1111,130.0,1686392273000000000,1686392273000000000
1112,130.0,1686392274000000000,1686392274000000000
1113,131.0,1686392280000000000,1686392280000000000
1114,134.0,1686392286000000000,1686392286000000000
1115,137.0,1686392291000000000,1686392291000000000
1116,135.0,1686392298000000000,1686392298000000000
1117,134.0,1686392303000000000,1686392303000000000
1118,134.0,1686392304000000000,1686392304000000000
1119,129.0,1686392311000000000,1686392311000000000
1120,126.0,1686392318000000000,1686392318000000000
1121,125.0,1686392320000000000,1686392320000000000
1122,119.0,1686392328000000000,1686392328000000000
1123,124.0,1686392332000000000,1686392332000000000
1124,124.0,1686392334000000000,1686392334000000000
1125,121.0,1686392343000000000,1686392343000000000
1126,122.0,1686392346000000000,1686392346000000000
1127,125.0,1686392353000000000,1686392353000000000
1128,125.0,1686392354000000000,1686392354000000000
1129,125.0,1686392363000000000,1686392363000000000
1130,125.0,1686392364000000000,1686392364000000000
1131,121.0,1686392370000000000,1686392370000000000
1132,121.0,1686392374000000000,1686392374000000000
1133,133.0,1686392383000000000,1686392383000000000
1134,135.0,1686392388000000000,1686392388000000000
1135,137.0,1686392391000000000,1686392391000000000
1136,135.0,1686392398000000000,1686392398000000000
1137,135.0,1686392399000000000,1686392399000000000
1138,138.0,1686392405000000000,1686392405000000000
1139,137.0,1686392409000000000,1686392409000000000
1140,140.0,1686392414000000000,1686392414000000000
1141,139.0,1686392423000000000,1686392423000000000
1142,138.0,1686392424000000000,1686392424000000000
1143,123.0,1686392431000000000,1686392431000000000
1144,121.0,1686392434000000000,1686392434000000000
1145,113.0,1686392443000000000,1686392443000000000
1146,112.0,1686392448000000000,1686392448000000000
1147,109.0,1686392453000000000,1686392453000000000
1148,109.0,1686392454000000000,1686392454000000000
1149,111.0,1686392463000000000,1686392463000000000
1150,103.0,1686392468000000000,1686392468000000000
1151,103.0,1686392470000000000,1686392470000000000
1152,99.0,1686392478000000000,1686392478000000000
1153,100.0,1686392480000000000,1686392480000000000
1154,106.0,1686392488000000000,1686392488000000000
1155,107.0,1686392489000000000,1686392489000000000
1156,105.0,1686392494000000000,1686392494000000000
1157,106.0,1686392503000000000,1686392503000000000
1158,102.0,1686392507000000000,1686392507000000000
1159,102.0,1686392509000000000,1686392509000000000
1160,109.0,1686392514000000000,1686392514000000000
1161,99.0,1686392523000000000,1686392523000000000
1162,104.0,1686392527000000000,1686392527000000000
1163,102.0,1686392530000000000,1686392530000000000
1164,101.0,1686392534000000000,1686392534000000000
1165,94.0,1686392543000000000,1686392543000000000
1166,94.0,1686392544000000000,1686392544000000000
1167,101.0,1686392551000000000,1686392551000000000
1168,89.0,1686392558000000000,1686392558000000000
1169,92.0,1686392563000000000,1686392563000000000
1170,90.0,1686392566000000000,1686392566000000000
1171,91.0,1686392573000000000,1686392573000000000
1172,90.0,1686392575000000000,1686392575000000000
1173,93.0,1686392580000000000,1686392580000000000
1174,94.0,1686392584000000000,1686392584000000000
1175,97.0,1686392589000000000,1686392589000000000
1176,100.0,1686392594000000000,1686392594000000000
1177,93.0,1686392603000000000,1686392603000000000
1178,94.0,1686392604000000000,1686392604000000000
1179,106.0,1686392613000000000,1686392613000000000
1180,106.0,1686392614000000000,1686392614000000000
1181,111.0,1686392621000000000,1686392621000000000
1182,113.0,1686392624000000000,1686392624000000000
1183,113.0,1686392632000000000,1686392632000000000
1184,114.0,1686392636000000000,1686392636000000000
1185,115.0,1686392643000000000,1686392643000000000
1186,116.0,1686392646000000000,1686392646000000000
1187,113.0,1686392653000000000,1686392653000000000
1188,113.0,1686392654000000000,1686392654000000000
1189,114.0,1686392660000000000,1686392660000000000
1190,115.0,1686392668000000000,1686392668000000000
1191,115.0,1686392669000000000,1686392669000000000
1192,109.0,1686392676000000000,1686392676000000000
1193,112.0,1686392679000000000,1686392679000000000
1194,115.0,1686392684000000000,1686392684000000000
1195,109.0,1686392689000000000,1686392689000000000
1196,114.0,1686392694000000000,1686392694000000000
1197,134.0,1686392703000000000,1686392703000000000
1198,135.0,1686392704000000000,1686392704000000000
1199,148.0,1686392713000000000,1686392713000000000
1200,148.0,1686392714000000000,1686392714000000000
1201,153.0,1686392719000000000,1686392719000000000
1202,155.0,1686392724000000000,1686392724000000000
1203,158.0,1686392730000000000,1686392730000000000
1204,161.0,1686392737000000000,1686392737000000000
1205,160.0,1686392740000000000,1686392740000000000
1206,163.0,1686392744000000000,1686392744000000000
1207,165.0,1686392750000000000,1686392750000000000
1208,163.0,1686392758000000000,1686392758000000000
1209,163.0,1686392762000000000,1686392762000000000
1210,163.0,1686392766000000000,1686392766000000000
1211,164.0,1686392769000000000,1686392769000000000
1212,167.0,1686392775000000000,1686392775000000000
1213,168.0,1686392783000000000,1686392783000000000
1214,169.0,1686392788000000000,1686392788000000000
1215,170.0,1686392792000000000,1686392792000000000
1216,170.0,1686392796000000000,1686392796000000000
1217,170.0,1686392801000000000,1686392801000000000
1218,170.0,1686392805000000000,1686392805000000000
1219,171.0,1686392810000000000,1686392810000000000
1220,171.0,1686392819000000000,1686392819000000000
1221,171.0,1686392823000000000,1686392823000000000
1222,171.0,1686392827000000000,1686392827000000000
1223,170.0,1686392834000000000,1686392834000000000
1224,171.0,1686392836000000000,1686392836000000000
1225,169.0,1686392844000000000,1686392844000000000
1226,170.0,1686392849000000000,1686392849000000000
1227,170.0,1686392851000000000,1686392851000000000
1228,170.0,1686392858000000000,1686392858000000000
1229,169.0,1686392861000000000,1686392861000000000
1230,170.0,1686392867000000000,1686392867000000000
1231,171.0,1686392874000000000,1686392874000000000
1232,171.0,1686392876000000000,1686392876000000000
1233,172.0,1686392882000000000,1686392882000000000
1234,172.0,1686392885000000000,1686392885000000000
1235,172.0,1686392890000000000,1686392890000000000
1236,172.0,1686392895000000000,1686392895000000000
1237,172.0,1686392902000000000,1686392902000000000
1238,172.0,1686392909000000000,1686392909000000000
1239,172.0,1686392910000000000,1686392910000000000
1240,173.0,1686392916000000000,1686392916000000000
1241,172.0,1686392924000000000,1686392924000000000
1242,172.0,1686392926000000000,1686392926000000000
1243,173.0,1686392930000000000,1686392930000000000
1244,172.0,1686392939000000000,1686392939000000000
1245,173.0,1686392941000000000,1686392941000000000
1246,173.0,1686392945000000000,1686392945000000000
1247,174.0,1686392953000000000,1686392953000000000
1248,174.0,1686392955000000000,1686392955000000000
1249,174.0,1686392960000000000,1686392960000000000
1250,174.0,1686392966000000000,1686392966000000000
1251,173.0,1686392971000000000,1686392971000000000
1252,173.0,1686392976000000000,1686392976000000000
1253,172.0,1686392980000000000,1686392980000000000
1254,172.0,1686392988000000000,1686392988000000000
1255,172.0,1686392990000000000,1686392990000000000
1256,170.0,1686392999000000000,1686392999000000000
1257,170.0,1686393001000000000,1686393001000000000
1258,171.0,1686393007000000000,1686393007000000000
1259,171.0,1686393013000000000,1686393013000000000
1260,171.0,1686393015000000000,1686393015000000000
1261,170.0,1686393023000000000,1686393023000000000
1262,170.0,1686393029000000000,1686393029000000000
1263,170.0,1686393032000000000,1686393032000000000
1264,169.0,1686393038000000000,1686393038000000000
1265,169.0,1686393040000000000,1686393040000000000
1266,167.0,1686393046000000000,1686393046000000000
1267,165.0,1686393050000000000,1686393050000000000
1268,164.0,1686393055000000000,1686393055000000000
1269,159.0,1686393064000000000,1686393064000000000
1270,159.0,1686393066000000000,1686393066000000000
1271,158.0,1686393071000000000,1686393071000000000
1272,151.0,1686393079000000000,1686393079000000000
1273,147.0,1686393084000000000,1686393084000000000
1274,147.0,1686393087000000000,1686393087000000000
1275,144.0,1686393094000000000,1686393094000000000
1276,141.0,1686393098000000000,1686393098000000000
1277,139.0,1686393101000000000,1686393101000000000
1278,143.0,1686393108000000000,1686393108000000000
1279,140.0,1686393113000000000,1686393113000000000
1280,138.0,1686393116000000000,1686393116000000000
1281,133.0,1686393124000000000,1686393124000000000
1282,134.0,1686393129000000000,1686393129000000000
1283,132.0,1686393134000000000,1686393134000000000
1284,133.0,1686393137000000000,1686393137000000000
1285,133.0,1686393141000000000,1686393141000000000
1286,133.0,1686393145000000000,1686393145000000000
1287,134.0,1686393153000000000,1686393153000000000
1288,134.0,1686393155000000000,1686393155000000000
1289,133.0,1686393160000000000,1686393160000000000
1290,130.0,1686393169000000000,1686393169000000000
1291,128.0,1686393174000000000,1686393174000000000
1292,128.0,1686393178000000000,1686393178000000000
1293,128.0,1686393180000000000,1686393180000000000
1294,125.0,1686393189000000000,1686393189000000000
1295,125.0,1686393190000000000,1686393190000000000
1296,122.0,1686393199000000000,1686393199000000000
1297,124.0,1686393202000000000,1686393202000000000
1298,125.0,1686393205000000000,1686393205000000000
1299,121.0,1686393210000000000,1686393210000000000
1300,123.0,1686393218000000000,1686393218000000000
1301,122.0,1686393220000000000,1686393220000000000
1302,122.0,1686393229000000000,1686393229000000000
1303,122.0,1686393230000000000,1686393230000000000
1304,125.0,1686393239000000000,1686393239000000000
1305,125.0,1686393242000000000,1686393242000000000
1306,121.0,1686393248000000000,1686393248000000000
1307,116.0,1686393254000000000,1686393254000000000
1308,115.0,1686393257000000000,1686393257000000000
1309,112.0,1686393263000000000,1686393263000000000
1310,114.0,1686393268000000000,1686393268000000000
1311,115.0,1686393272000000000,1686393272000000000
1312,115.0,1686393275000000000,1686393275000000000
1313,114.0,1686393284000000000,1686393284000000000
1314,115.0,1686393289000000000,1686393289000000000
1315,116.0,1686393291000000000,1686393291000000000
1316,114.0,1686393298000000000,1686393298000000000
1317,114.0,1686393300000000000,1686393300000000000
1318,107.0,1686393307000000000,1686393307000000000
1319,103.0,1686393314000000000,1686393314000000000
1320,102.0,1686393315000000000,1686393315000000000
1321,101.0,1686393321000000000,1686393321000000000
1322,100.0,1686393326000000000,1686393326000000000
1323,96.0,1686393334000000000,1686393334000000000
1324,95.0,1686393338000000000,1686393338000000000
1325,96.0,1686393340000000000,1686393340000000000
1326,99.0,1686393347000000000,1686393347000000000
1327,100.0,1686393354000000000,1686393354000000000
1328,100.0,1686393355000000000,1686393355000000000
1329,99.0,1686393364000000000,1686393364000000000
1330,99.0,1686393366000000000,1686393366000000000
1331,99.0,1686393372000000000,1686393372000000000
1332,96.0,1686393379000000000,1686393379000000000
1333,96.0,1686393381000000000,1686393381000000000
1334,94.0,1686393386000000000,1686393386000000000
1335,96.0,1686393393000000000,1686393393000000000
1336,96.0,1686393399000000000,1686393399000000000
1337,96.0,1686393403000000000,1686393403000000000
1338,99.0,1686393408000000000,1686393408000000000
1339,98.0,1686393411000000000,1686393411000000000
1340,97.0,1686393418000000000,1686393418000000000
1341,94.0,1686393424000000000,1686393424000000000
1342,95.0,1686393425000000000,1686393425000000000
1343,97.0,1686393434000000000,1686393434000000000
1344,97.0,1686393435000000000,1686393435000000000
1345,88.0,1686393444000000000,1686393444000000000
1346,87.0,1686393446000000000,1686393446000000000
1347,97.0,1686393454000000000,1686393454000000000
1348,98.0,1686393459000000000,1686393459000000000
1349,97.0,1686393462000000000,1686393462000000000
1350,97.0,1686393469000000000,1686393469000000000
1351,96.0,1686393473000000000,1686393473000000000
1352,96.0,1686393475000000000,1686393475000000000
1353,94.0,1686393480000000000,1686393480000000000
1354,97.0,1686393485000000000,1686393485000000000
1355,102.0,1686393490000000000,1686393490000000000
1356,101.0,1686393496000000000,1686393496000000000
1357,104.0,1686393504000000000,1686393504000000000
1358,105.0,1686393509000000000,1686393509000000000
1359,97.0,1686393514000000000,1686393514000000000
1360,97.0,1686393517000000000,1686393517000000000
1361,100.0,1686393520000000000,1686393520000000000
1362,101.0,1686393526000000000,1686393526000000000
1363,109.0,1686393533000000000,1686393533000000000
1364,113.0,1686393535000000000,1686393535000000000
1365,116.0,1686393544000000000,1686393544000000000
1366,116.0,1686393545000000000,1686393545000000000
1367,122.0,1686393553000000000,1686393553000000000
1368,125.0,1686393558000000000,1686393558000000000
1369,123.0,1686393561000000000,1686393561000000000
1370,120.0,1686393569000000000,1686393569000000000
1371,115.0,1686393573000000000,1686393573000000000
1372,114.0,1686393575000000000,1686393575000000000
1373,114.0,1686393580000000000,1686393580000000000
1374,114.0,1686393589000000000,1686393589000000000
1375,114.0,1686393590000000000,1686393590000000000
1376,120.0,1686393599000000000,1686393599000000000
1377,122.0,1686393603000000000,1686393603000000000
1378,120.0,1686393609000000000,1686393609000000000
1379,122.0,1686393612000000000,1686393612000000000
1380,121.0,1686393616000000000,1686393616000000000
1381,123.0,1686393622000000000,1686393622000000000
1382,120.0,1686393629000000000,1686393629000000000
1383,116.0,1686393632000000000,1686393632000000000
1384,107.0,1686393639000000000,1686393639000000000
1385,102.0,1686393644000000000,1686393644000000000
1386,101.0,1686393647000000000,1686393647000000000
1387,87.0,1686422526000000000,1686422526000000000
